国家名称,指标名称,年份,数值
阿拉伯世界,人均电力消费量 (千瓦时),1992,1068.709227
阿拉伯世界,能源使用量（每人当量千克石油）,1992,1148.140954
阿拉伯世界,商品和服务出口（占GDP的百分比）,1992,30.29875515
阿拉伯世界,总生育率，每位女性的出生数,1992,4.902510566
阿拉伯世界,GDP增长率（年百分比）,1992,5.097057538830001
阿拉伯世界,商品和服务进口（占GDP的百分比）,1992,33.77491946
阿拉伯世界,工业，增加值（占GDP的百分比）,1992,
阿拉伯世界,通货膨胀率，GDP平减指数（年百分比）,1992,5.118985815
阿拉伯世界,出生时预期寿命，总年数,1992,65.06981037
阿拉伯世界,人口密度 (每平方公里土地面积的人数),1992,17.0677029
阿拉伯世界,服务业等增加值（占GDP的百分比）,1992,
加勒比小国,农业增加值（占GDP的百分比）,1992,6.7457348041900005
加勒比小国,人均二氧化碳排放量 (公吨),1992,5.933520569369999
加勒比小国,金融部门提供的国内信贷（占GDP的百分比）,1992,61.027967115699994
加勒比小国,人均电力消费量 (千瓦时),1992,
加勒比小国,能源使用量（每人当量千克石油）,1992,
加勒比小国,商品和服务出口（占GDP的百分比）,1992,51.16877863
加勒比小国,总生育率，每位女性的出生数,1992,2.8132724712800004
加勒比小国,GDP增长率（年百分比）,1992,-0.219540436
加勒比小国,商品和服务进口（占GDP的百分比）,1992,48.67816442
加勒比小国,工业，增加值（占GDP的百分比）,1992,31.27140702
加勒比小国,通货膨胀率，GDP平减指数（年百分比）,1992,4.012641675769999
加勒比小国,出生时预期寿命，总年数,1992,69.71499031
加勒比小国,人口密度 (每平方公里土地面积的人数),1992,14.936415956500001
加勒比小国,服务业等增加值（占GDP的百分比）,1992,60.879255587299994
中欧和波罗的海地区,农业增加值（占GDP的百分比）,1992,
中欧和波罗的海地区,人均二氧化碳排放量 (公吨),1992,7.857345027
中欧和波罗的海地区,金融部门提供的国内信贷（占GDP的百分比）,1992,52.93031412
中欧和波罗的海地区,人均电力消费量 (千瓦时),1992,3220.434997
中欧和波罗的海地区,能源使用量（每人当量千克石油）,1992,2619.685168
中欧和波罗的海地区,商品和服务出口（占GDP的百分比）,1992,31.30039763
中欧和波罗的海地区,总生育率，每位女性的出生数,1992,1.751461118
中欧和波罗的海地区,GDP增长率（年百分比）,1992,-1.757517144
中欧和波罗的海地区,商品和服务进口（占GDP的百分比）,1992,32.284912535100005
中欧和波罗的海地区,工业，增加值（占GDP的百分比）,1992,
中欧和波罗的海地区,通货膨胀率，GDP平减指数（年百分比）,1992,
中欧和波罗的海地区,出生时预期寿命，总年数,1992,70.73234787
中欧和波罗的海地区,人口密度 (每平方公里土地面积的人数),1992,99.55837804
中欧和波罗的海地区,服务业等增加值（占GDP的百分比）,1992,
早期人口红利,农业增加值（占GDP的百分比）,1992,16.22807577
早期人口红利,人均二氧化碳排放量 (公吨),1992,1.5003824774599999
早期人口红利,金融部门提供的国内信贷（占GDP的百分比）,1992,44.74675898
早期人口红利,人均电力消费量 (千瓦时),1992,569.4880247
早期人口红利,能源使用量（每人当量千克石油）,1992,633.5622341
早期人口红利,商品和服务出口（占GDP的百分比）,1992,19.55063197
早期人口红利,总生育率，每位女性的出生数,1992,4.0067053455199995
早期人口红利,GDP增长率（年百分比）,1992,4.478109379519999
早期人口红利,商品和服务进口（占GDP的百分比）,1992,22.31770188
早期人口红利,工业，增加值（占GDP的百分比）,1992,33.412679836799995
早期人口红利,通货膨胀率，GDP平减指数（年百分比）,1992,9.102214239
早期人口红利,出生时预期寿命，总年数,1992,61.46003906
早期人口红利,人口密度 (每平方公里土地面积的人数),1992,63.769231759499995
早期人口红利,服务业等增加值（占GDP的百分比）,1992,50.999497885100006
东亚和太平洋,农业增加值（占GDP的百分比）,1992,11.277219383199999
东亚和太平洋,人均二氧化碳排放量 (公吨),1992,2.760958251
东亚和太平洋,金融部门提供的国内信贷（占GDP的百分比）,1992,204.67154
东亚和太平洋,人均电力消费量 (千瓦时),1992,1166.826848
东亚和太平洋,能源使用量（每人当量千克石油）,1992,1027.943827
东亚和太平洋,商品和服务出口（占GDP的百分比）,1992,21.69404399
东亚和太平洋,总生育率，每位女性的出生数,1992,2.314122025
东亚和太平洋,GDP增长率（年百分比）,1992,3.464666238
东亚和太平洋,商品和服务进口（占GDP的百分比）,1992,20.14658989
东亚和太平洋,工业，增加值（占GDP的百分比）,1992,38.70378834
东亚和太平洋,通货膨胀率，GDP平减指数（年百分比）,1992,5.6307911617999995
东亚和太平洋,出生时预期寿命，总年数,1992,69.28309363390001
东亚和太平洋,人口密度 (每平方公里土地面积的人数),1992,76.65471991
东亚和太平洋,服务业等增加值（占GDP的百分比）,1992,50.217097093999996
东亚和太平洋（不包括高收入国家）,农业增加值（占GDP的百分比）,1992,20.90039436
东亚和太平洋（不包括高收入国家）,人均二氧化碳排放量 (公吨),1992,1.9524931332700002
东亚和太平洋（不包括高收入国家）,金融部门提供的国内信贷（占GDP的百分比）,1992,81.29494634859999
东亚和太平洋（不包括高收入国家）,人均电力消费量 (千瓦时),1992,536.7737172
东亚和太平洋（不包括高收入国家）,能源使用量（每人当量千克石油）,1992,708.2205085
东亚和太平洋（不包括高收入国家）,商品和服务出口（占GDP的百分比）,1992,20.91122755
东亚和太平洋（不包括高收入国家）,总生育率，每位女性的出生数,1992,2.397812704
东亚和太平洋（不包括高收入国家）,GDP增长率（年百分比）,1992,10.91515171
东亚和太平洋（不包括高收入国家）,商品和服务进口（占GDP的百分比）,1992,19.729976593900002
东亚和太平洋（不包括高收入国家）,工业，增加值（占GDP的百分比）,1992,42.19309158
东亚和太平洋（不包括高收入国家）,通货膨胀率，GDP平减指数（年百分比）,1992,6.415266483130001
东亚和太平洋（不包括高收入国家）,出生时预期寿命，总年数,1992,68.25260959
东亚和太平洋（不包括高收入国家）,人口密度 (每平方公里土地面积的人数),1992,103.61325159200001
东亚和太平洋（不包括高收入国家）,服务业等增加值（占GDP的百分比）,1992,37.6327976
东亚和太平洋（IDA和IBRD国家）,农业增加值（占GDP的百分比）,1992,20.90039436
东亚和太平洋（IDA和IBRD国家）,人均二氧化碳排放量 (公吨),1992,1.948395268
东亚和太平洋（IDA和IBRD国家）,金融部门提供的国内信贷（占GDP的百分比）,1992,81.29494634859999
东亚和太平洋（IDA和IBRD国家）,人均电力消费量 (千瓦时),1992,530.3925886
东亚和太平洋（IDA和IBRD国家）,能源使用量（每人当量千克石油）,1992,700.166891
东亚和太平洋（IDA和IBRD国家）,商品和服务出口（占GDP的百分比）,1992,20.91122755
东亚和太平洋（IDA和IBRD国家）,总生育率，每位女性的出生数,1992,2.4000019732299998
东亚和太平洋（IDA和IBRD国家）,GDP增长率（年百分比）,1992,10.91515171
东亚和太平洋（IDA和IBRD国家）,商品和服务进口（占GDP的百分比）,1992,19.729976593900002
东亚和太平洋（IDA和IBRD国家）,工业，增加值（占GDP的百分比）,1992,42.19309158
东亚和太平洋（IDA和IBRD国家）,通货膨胀率，GDP平减指数（年百分比）,1992,6.415266483130001
东亚和太平洋（IDA和IBRD国家）,出生时预期寿命，总年数,1992,68.24366996
东亚和太平洋（IDA和IBRD国家）,人口密度 (每平方公里土地面积的人数),1992,103.082967
东亚和太平洋（IDA和IBRD国家）,服务业等增加值（占GDP的百分比）,1992,37.6327976
欧元区,农业增加值（占GDP的百分比）,1992,2.4963422778099997
欧元区,人均二氧化碳排放量 (公吨),1992,8.214904203
欧元区,金融部门提供的国内信贷（占GDP的百分比）,1992,101.04839658200001
欧元区,人均电力消费量 (千瓦时),1992,5416.619564
欧元区,能源使用量（每人当量千克石油）,1992,3470.344381
欧元区,商品和服务出口（占GDP的百分比）,1992,25.56182211
欧元区,总生育率，每位女性的出生数,1992,1.469801522
欧元区,GDP增长率（年百分比）,1992,1.4129389830599999
欧元区,商品和服务进口（占GDP的百分比）,1992,25.79268329
欧元区,工业，增加值（占GDP的百分比）,1992,30.832493651500002
欧元区,通货膨胀率，GDP平减指数（年百分比）,1992,3.641746195
欧元区,出生时预期寿命，总年数,1992,76.37858954
欧元区,人口密度 (每平方公里土地面积的人数),1992,118.7519584
欧元区,服务业等增加值（占GDP的百分比）,1992,66.67116407
欧洲和中亚,农业增加值（占GDP的百分比）,1992,4.108863476
欧洲和中亚,人均二氧化碳排放量 (公吨),1992,8.999129651
欧洲和中亚,金融部门提供的国内信贷（占GDP的百分比）,1992,98.03552401
欧洲和中亚,人均电力消费量 (千瓦时),1992,4866.852104
欧洲和中亚,能源使用量（每人当量千克石油）,1992,3505.314807
欧洲和中亚,商品和服务出口（占GDP的百分比）,1992,28.77273087
欧洲和中亚,总生育率，每位女性的出生数,1992,1.8187657841900002
欧洲和中亚,GDP增长率（年百分比）,1992,-0.612238194
欧洲和中亚,商品和服务进口（占GDP的百分比）,1992,27.81463674
欧洲和中亚,工业，增加值（占GDP的百分比）,1992,31.804590193600003
欧洲和中亚,通货膨胀率，GDP平减指数（年百分比）,1992,6.71077119
欧洲和中亚,出生时预期寿命，总年数,1992,71.906807
欧洲和中亚,人口密度 (每平方公里土地面积的人数),1992,31.06211791
欧洲和中亚,服务业等增加值（占GDP的百分比）,1992,64.08654637
欧洲和中亚（不包括高收入国家）,农业增加值（占GDP的百分比）,1992,13.40239337
欧洲和中亚（不包括高收入国家）,人均二氧化碳排放量 (公吨),1992,9.676938773
欧洲和中亚（不包括高收入国家）,金融部门提供的国内信贷（占GDP的百分比）,1992,
欧洲和中亚（不包括高收入国家）,人均电力消费量 (千瓦时),1992,4071.740353
欧洲和中亚（不包括高收入国家）,能源使用量（每人当量千克石油）,1992,3565.708818
欧洲和中亚（不包括高收入国家）,商品和服务出口（占GDP的百分比）,1992,45.800518226899996
欧洲和中亚（不包括高收入国家）,总生育率，每位女性的出生数,1992,2.108713395
欧洲和中亚（不包括高收入国家）,GDP增长率（年百分比）,1992,-10.53512592
欧洲和中亚（不包括高收入国家）,商品和服务进口（占GDP的百分比）,1992,40.082333199299995
欧洲和中亚（不包括高收入国家）,工业，增加值（占GDP的百分比）,1992,40.36568514
欧洲和中亚（不包括高收入国家）,通货膨胀率，GDP平减指数（年百分比）,1992,947.7444191
欧洲和中亚（不包括高收入国家）,出生时预期寿命，总年数,1992,67.3472084
欧洲和中亚（不包括高收入国家）,人口密度 (每平方公里土地面积的人数),1992,17.188960773199998
欧洲和中亚（不包括高收入国家）,服务业等增加值（占GDP的百分比）,1992,46.23192175770001
欧洲和中亚（IDA和IBRD国家）,农业增加值（占GDP的百分比）,1992,13.40239337
欧洲和中亚（IDA和IBRD国家）,人均二氧化碳排放量 (公吨),1992,9.573072543
欧洲和中亚（IDA和IBRD国家）,金融部门提供的国内信贷（占GDP的百分比）,1992,
欧洲和中亚（IDA和IBRD国家）,人均电力消费量 (千瓦时),1992,3953.900288
欧洲和中亚（IDA和IBRD国家）,能源使用量（每人当量千克石油）,1992,3455.201162
欧洲和中亚（IDA和IBRD国家）,商品和服务出口（占GDP的百分比）,1992,42.26369372
欧洲和中亚（IDA和IBRD国家）,总生育率，每位女性的出生数,1992,2.087515952
欧洲和中亚（IDA和IBRD国家）,GDP增长率（年百分比）,1992,-9.41176752
欧洲和中亚（IDA和IBRD国家）,商品和服务进口（占GDP的百分比）,1992,37.15800417
欧洲和中亚（IDA和IBRD国家）,工业，增加值（占GDP的百分比）,1992,40.36568514
欧洲和中亚（IDA和IBRD国家）,通货膨胀率，GDP平减指数（年百分比）,1992,830.159607
欧洲和中亚（IDA和IBRD国家）,出生时预期寿命，总年数,1992,67.72664823
欧洲和中亚（IDA和IBRD国家）,人口密度 (每平方公里土地面积的人数),1992,18.78055526
欧洲和中亚（IDA和IBRD国家）,服务业等增加值（占GDP的百分比）,1992,46.23192175770001
欧洲联盟,农业增加值（占GDP的百分比）,1992,2.56592723
欧洲联盟,人均二氧化碳排放量 (公吨),1992,8.304845454
欧洲联盟,金融部门提供的国内信贷（占GDP的百分比）,1992,98.21944436
欧洲联盟,人均电力消费量 (千瓦时),1992,5153.415349
欧洲联盟,能源使用量（每人当量千克石油）,1992,3348.197025
欧洲联盟,商品和服务出口（占GDP的百分比）,1992,25.477985300100002
欧洲联盟,总生育率，每位女性的出生数,1992,1.575523358
欧洲联盟,GDP增长率（年百分比）,1992,1.0583588261299999
欧洲联盟,商品和服务进口（占GDP的百分比）,1992,25.61662404
欧洲联盟,工业，增加值（占GDP的百分比）,1992,30.33945856
欧洲联盟,通货膨胀率，GDP平减指数（年百分比）,1992,4.048595529
